Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Nigeria,NGA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,-0.944663012061881,8.74272708541196,3.01618997508496,38.8075430531981,0.0767545159847458,21.0820450797566,-1.35938341294015,10.0452486864087,4.86780612593219,15.461778112809,-5.90366651405644,13.7995205539101,-0.71118769412459,7.78042482657102,-3.35113806107827,..,..
Nigeria,NGA,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,120173482519.312,119038248079.645,129445437236.504,133349757537.636,185099522105.39,185241594347.672,224294310774.508,221245291117.671,243469930817.41,255321575024.542,294798830428.966,277394890593.101,315674055535.992,313429020499.477,337815129824.096,326494478432.48,..,..
Nigeria,NGA,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,-3.40118155345372,6.03547695173519,0.435703850809332,35.3001980258589,-2.47729539142573,17.9622270611897,-3.92140352364413,7.16845711790455,2.11384867717585,12.4211493450276,-8.3871512362059,10.7927918185616,-3.32994233027452,4.9517317761773,-5.86961843423462,..,..
Nigeria,NGA,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,982.19459983948,948.788378290721,1006.0522821832,1010.43569071783,1367.12149046518,1333.25385278669,1572.7359371263,1511.06261467021,1619.38249022753,1653.61378557562,1859.01162347193,1703.0935071127,1886.90484381081,1824.07200068475,1914.39515356301,1802.02746272538,..,..
Nigeria,NGA,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,8.98603478703022E-05,0.000105306571563473,0.000108728649262554,0.000113033432700778,7.27690726312575E-05,0.000339155413745481,0.000698763764122613,0.00394139459699005,0.00317835994076832,0.0161982761892281,0.0238261357126141,0.0339019730180342,0.0331072309657925,0.025396921180678,0.0199730594927128,0.021167286736518,..,..
Nigeria,NGA,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,36157.9337842888,42167.7009647985,57647.276090606,67815.6798145803,56750.7844260011,335360.766805608,983768.540595303,6093514.28878453,6131374.16173616,25094045.5068284,83262813.8613011,131846129.146056,145237780.451526,124251135.276714,109718606.903104,98529486.3011438,..,..
Nigeria,NGA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,23.7690759930807,18.3969101960443,12.0551529713806,13.5842368234068,16.4110400590404,19.537690699082,15.0910483490117,14.8785383333759,14.823989712368,9.99916349119799,7.64665918784341,10.1458303209346,8.81047612136989,6.7529058360142,5.3361599807102,2.75934769245833,..,..
Nigeria,NGA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,2.32891862380986,2.31322762595308,2.14760190383937,2.88681570810731,1.88618466087601,1.63660054415115,1.25161572398893,1.58141820498851,1.64109080245591,2.01283181565471,0.83487311918014,0.869423470155232,0.89266032196797,0.832686235720658,0.778115011698873,1.12217761974538,..,..
Nigeria,NGA,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,937108384.11459,926281136.556676,1138645616.61557,1731977566.87575,1470988363.6888,1618289407.1474,1762112229.3323,2444919987.45839,3165828267.0177,3118238792.17596,2917547602.28692,3381222652.3725,3916002639.83807,4073809159.05267,4274442537.21577,5223512384.3908,..,..
Nigeria,NGA,Agricultural land (% of land area),AG.LND.AGRI.ZS,78.2854068535415,76.3090571714044,77.5168264215993,78.7794942740758,78.8343928763574,79.8225677174259,80.4813509448049,80.9205397630576,79.8225677174259,75.7600711485886,76.8580431942203,77.956015239852,79.0539872854837,77.7364208307256,77.7364208307256,77.7364208307256,..,..
Nigeria,NGA,Agricultural land (sq. km),AG.LND.AGRI.K2,713000,695000,706000,717500,718000,727000,733000,737000,727000,690000,700000,710000,720000,708000,708000,708000,..,..
Nigeria,NGA,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,0.00594545712696587,0.00617625588599518,0.281333457913892,0.00926293088181901,..,..,0.361642313882502,0.760782251901155,0.928382181107826,1.13593340245094,1.6318110183456,6.12949265353204,7.26834279668874,3.20412095244828,0.431263288487245,..,..,..
Nigeria,NGA,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,0.92459243349179,2.61324606546089,1.02378942879342,0.604137766017688,..,..,0.666261191064521,0.87491770442582,1.18924754432839,0.954481630166061,0.777493566810429,4.20443414935044,0.744813483063493,2.80115522183614,0.667986565822841,..,..,..
Nigeria,NGA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,12761,10667,13154,8987,8254,10227,16045,16936,18005,16851,61789,68014.2763449768,65631.5070737067,59182,61512.4529493388,64126.6,61700.9227728177,..
Nigeria,NGA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.280366450797662,0.412250036813543,0.401998621933696,0.392355238090326,0.383247788833918,0.375696549570219,0.368954954904481,0.359710041732138,0.350417597193025,0.34119313850489,0.332098201356141,0.32355460120707,0.315078134125961,0.306680436996906,0.298556187804595,0.358490866020187,..,..
Nigeria,NGA,"Armed forces personnel, total",MS.MIL.TOTL.P1,106500,160500,160500,160500,160000,161000,162000,162000,162000,162000,162000,162000,162000,162000,162000,200000,..,..
Nigeria,NGA,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,36000000,9000000,6000000,62000000,11000000,..,15000000,52000000,19000000,65000000,188000000,68000000,7000000,35000000,225000000,183000000,74000000,..
Nigeria,NGA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,43.151,43.079,42.985,42.864,42.714,42.535,42.331,42.111,41.875,41.622,41.344,41.03,40.674,40.275,39.838,39.372,..,..
Nigeria,NGA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,66.4329719879506,53.6304036345168,28.6454509295424,11.7842071707063,12.4049045068044,11.5287728976599,15.1307318172372,9.44954280454228,10.2327048226561,10.41933684786,10.5003131923354,..,..,..,..
Nigeria,NGA,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.482982010003777,0.521433877073477,0.548964836570329,0.539616240038226,0.414167373879608,0.407146285346075,0.350795956905106,0.315636797900596,0.300427754480728,0.224220895818277,0.247972437691631,0.247207539175025,0.244021504157014,0.230669789016897,0.212876512746915,..,..,..
Nigeria,NGA,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.218256184825961,0.235632314023821,0.248073361640344,0.2438487963971,0.18715933312225,0.183986552428737,0.158522233997664,0.142634056494006,0.135761196381376,0.101323851128893,0.112057006413439,0.111711354135392,0.110271607243479,0.104238060761401,0.0961974039381583,..,..,..
Nigeria,NGA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,6.01078682030931E-05,0.000117436382615619,0.000801329770794314,0.000455894048076409,0.000352268549679687,0.000218095371090015,0.000177585217180986,0.000617283897356257,0.00149005611224223,0.000616841851954833,0.000546767609550962,0.000560382101253767,0.000487337026337527,0.000314867551230373,0.000221144771090407,0.000161604678067605,..,..
Nigeria,NGA,Cost to export (US$ per container),IC.EXP.COST.CD,..,..,..,..,..,614.5,790,790,907.8,972.5,972.5,972.5,1062.6,1564,1564,..,..,..
Nigeria,NGA,Cost to import (US$ per container),IC.IMP.COST.CD,..,..,..,..,..,1124.2,806.2,806.2,1005.6,1108.8,1108.8,1108.8,1185.8,1959.5,1959.5,..,..,..
Nigeria,NGA,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,..,..,..,..,..,4,4,4.5,4.5,4.5,4,4,4.5,4.5,4,3.5,3,..
Nigeria,NGA,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,..,..,..,..,..,3,3,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,..
Nigeria,NGA,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,..,..,..,..,..,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,..
Nigeria,NGA,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,..,..,..,..,..,2.8,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.8,..
Nigeria,NGA,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,..,..,..,..,..,2.5,2.5,3,3,3,3,3,3,2.5,2.5,2.5,2.5,..
Nigeria,NGA,"Currency composition of PPG debt, U.S. dollars (%)",DT.CUR.USDL.ZS,85.0304,86.5875,86.1552,22.071,21.1049,27.2813,59.3829,58.5865,61.4722,58.7812,61.586,68.949,69.5485,70.9911,73.4759,71.3968,70.722,..
Nigeria,NGA,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,..,..,..,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..
Nigeria,NGA,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,..,..,..,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..
Nigeria,NGA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,74.449124901578,75.5279821210696,104.603591713816,101.869682231529,123.565648767369,129.257718961633,111.693028039711,138.836314553149,127.17879572103,120.57472167443,136.361692098515,150.131624415949,156.732968838872,142.676479342991,144.479924464909,..,..,..
Nigeria,NGA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,61.7844774903239,61.7837278489199,61.7823160826178,63.0994847403884,66.5993820803296,66.999447725052,72.8991778450887,72.9001653755766,72.8990999526291,77.0996612226323,75.5981777114199,78.2385144632685,80.2863512854456,81.5600872485545,82.4086870681145,..,..,..
Nigeria,NGA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,48.7999992370605,49.4000015258789,52.0999984741211,50.5,45.9000015258789,47,47.7999992370605,48.5999984741211,44.5999984741211,40.7999992370605,30.6000003814697,29.7999992370605,29.2999992370605,28.2999992370605,27.2999992370605,27.2000007629395,28,27.8999996185303
Nigeria,NGA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,12.6999998092651,12.5,11.8999996185303,12,11.8999996185303,10.1999998092651,9,8.5,9.80000019073486,11.1999998092651,14.1000003814697,14.5,14.6999998092651,15.1000003814697,15.3000001907349,15,14.6999998092651,14.6999998092651
Nigeria,NGA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,38.5,38.0999984741211,35.9000015258789,37.5,42.0999984741211,42.7999992370605,43.2000007629395,42.9000015258789,45.5,48,55.2999992370605,55.7000007629395,56,56.5999984741211,57.4000015258789,57.7000007629395,57.2999992370605,57.4000015258789
Nigeria,NGA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,-130.050061710715,-130.016120616165,-106.177224402093,-118.858824208556,-126.551663902389,-121.798807279977,-119.660553184761,-114.752493531414,-104.991880767666,-102.34625173434,-111.901347179337,-104.388667973547,-99.1423645200801,-90.5783529176016,-93.0272192925366,..,..,..
